inter_arrival,packet_length,sess_pkt_count,sess_byte_count,hour,minute,second,src_ip_int,dst_ip_int,src_port,dst_port,proto_TCP,tcp_flag_S,tcp_flag_A,tcp_flag_F,tcp_flag_R,tcp_flag_P,tcp_flag_U,payload_len,http_status,body_len,headers_count,is_tls_heartbeat,is_login_failure,is_ssh_handshake_failure
0.0,304,1,304,17,4,50,2886994434,1885047291,56231,30021,True,0,1,0,0,1,0,238,0,0,0,0,0,0
0.0055630207061767,54,1,54,17,4,50,1885047291,2886994434,30021,56303,True,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0001051425933837,66,1,66,17,4,50,2886994434,1885047291,56307,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
3.814697265625e-06,54,2,108,17,4,50,1885047291,2886994434,30021,56303,True,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0021710395812988,74,1,74,17,4,50,1885047291,2886994434,30021,56307,True,1,1,0,0,0,0,0,0,0,0,0,0,0
9.894371032714844e-05,1434,4,1713,17,4,50,2886994434,1885047291,56307,30021,True,0,1,0,0,0,0,1368,0,0,0,0,0,0
0.0001928806304931,82,2,148,17,4,50,2886994434,1885047291,56307,30021,True,0,1,0,0,1,0,16,0,0,0,0,0,0
5.0067901611328125e-06,469,5,2182,17,4,50,2886994434,1885047291,56307,30021,True,0,1,0,0,1,0,403,0,0,0,0,0,0
4.601478576660156e-05,131,3,279,17,4,50,2886994434,1885047291,56307,30021,True,0,1,0,0,1,0,65,0,0,0,0,0,0
0.0038268566131591,78,1,78,17,4,51,2886994434,3703906765,56308,465,True,1,0,0,0,0,0,0,0,0,0,0,0,0
2.7179718017578125e-05,78,1,78,17,4,51,2886994434,3703906765,56309,465,True,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0239579677581787,66,1,66,17,4,51,1885047291,2886994434,30021,56231,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0073859691619873,66,2,140,17,4,51,1885047291,2886994434,30021,56307,True,0,1,0,0,0,0,0,0,0,0,0,0,0
5.0067901611328125e-06,66,3,206,17,4,51,1885047291,2886994434,30021,56307,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0008749961853027,66,4,272,17,4,51,1885047291,2886994434,30021,56307,True,0,1,0,0,0,0,0,0,0,0,0,0,0
2.86102294921875e-06,66,5,338,17,4,51,1885047291,2886994434,30021,56307,True,0,1,0,0,0,0,0,0,0,0,0,0,0
5.0067901611328125e-06,66,1,66,17,4,51,3703906765,2886994434,465,56309,True,1,1,0,0,0,0,0,0,0,0,0,0,0
0.023069143295288,66,1,66,17,4,51,3703906765,2886994434,465,56308,True,1,1,0,0,0,0,0,0,0,0,0,0,0
0.0001599788665771,54,2,132,17,4,51,2886994434,3703906765,56309,465,True,0,1,0,0,0,0,0,0,0,0,0,0,0
-5.0067901611328125e-05,54,2,132,17,4,51,2886994434,3703906765,56308,465,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0026540756225585,571,3,703,17,4,51,2886994434,3703906765,56308,465,True,0,1,0,0,1,0,517,0,0,0,0,0,0
7.867813110351562e-06,571,3,703,17,4,51,2886994434,3703906765,56309,465,True,0,1,0,0,1,0,517,0,0,0,0,0,0
0.0202491283416748,78,1,78,17,4,51,2886994434,3703906765,56310,465,True,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0199990272521972,100,6,2282,17,4,51,2886994434,1885047291,56307,30021,True,0,1,0,0,1,0,34,0,0,0,0,0,0
-0.0002219676971435,66,6,404,17,4,51,1885047291,2886994434,30021,56307,True,0,1,1,0,0,0,0,0,0,0,0,0,0
0.0001099109649658,66,7,2348,17,4,51,2886994434,1885047291,56307,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
3.814697265625e-06,78,1,78,17,4,51,2886994434,1885047291,56312,30021,True,1,0,0,0,0,0,0,0,0,0,0,0,0
0.000154972076416,66,8,2414,17,4,51,2886994434,1885047291,56307,30021,True,0,1,1,0,0,0,0,0,0,0,0,0,0
1.9073486328125e-06,54,2,120,17,4,51,3703906765,2886994434,465,56309,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0012431144714355,1434,3,1554,17,4,51,3703906765,2886994434,465,56308,True,0,1,0,0,0,0,1380,0,0,0,0,0,0
0.0157489776611328,54,2,120,17,4,51,3703906765,2886994434,465,56308,True,0,1,0,0,0,0,0,0,0,0,0,0,0
9.5367431640625e-07,1282,5,4270,17,4,51,3703906765,2886994434,465,56308,True,0,1,0,0,1,0,1228,0,0,0,0,0,0
1.9073486328125e-06,1434,4,2988,17,4,51,3703906765,2886994434,465,56308,True,0,1,0,0,1,0,1380,0,0,0,0,0,0
8.20159912109375e-05,54,4,757,17,4,51,2886994434,3703906765,56308,465,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0004951953887939,1434,3,1554,17,4,51,3703906765,2886994434,465,56309,True,0,1,0,0,0,0,1380,0,0,0,0,0,0
5.3882598876953125e-05,54,4,757,17,4,51,2886994434,3703906765,56309,465,True,0,1,0,0,0,0,0,0,0,0,0,0,0
9.5367431640625e-07,1282,5,4270,17,4,51,3703906765,2886994434,465,56309,True,0,1,0,0,1,0,1228,0,0,0,0,0,0
9.5367431640625e-07,1434,4,2988,17,4,51,3703906765,2886994434,465,56309,True,0,1,0,0,1,0,1380,0,0,0,0,0,0
0.0036292076110839,66,1,66,17,4,51,3703906765,2886994434,465,56310,True,1,1,0,0,0,0,0,0,0,0,0,0,0
0.0001008510589599,54,2,132,17,4,51,2886994434,3703906765,56310,465,True,0,1,0,0,0,0,0,0,0,0,0,0,0
4.410743713378906e-05,54,5,811,17,4,51,2886994434,3703906765,56309,465,True,0,1,0,0,0,0,0,0,0,0,0,0,0
4.696846008300781e-05,571,3,703,17,4,51,2886994434,3703906765,56310,465,True,0,1,0,0,1,0,517,0,0,0,0,0,0
1.2874603271484377e-05,134,6,945,17,4,51,2886994434,3703906765,56309,465,True,0,1,0,0,1,0,80,0,0,0,0,0,0
0.0009291172027587,54,5,811,17,4,51,2886994434,3703906765,56308,465,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0001308917999267,134,6,945,17,4,51,2886994434,3703906765,56308,465,True,0,1,0,0,1,0,80,0,0,0,0,0,0
3.0994415283203125e-06,54,8,512,17,4,51,1885047291,2886994434,30021,56307,True,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0070180892944335,54,7,458,17,4,51,1885047291,2886994434,30021,56307,True,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0001041889190673,66,2,144,17,4,51,2886994434,1885047291,56312,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0020468235015869,74,1,74,17,4,51,1885047291,2886994434,30021,56312,True,1,1,0,0,0,0,0,0,0,0,0,0,0
0.0001749992370605,82,3,226,17,4,51,2886994434,1885047291,56312,30021,True,0,1,0,0,1,0,16,0,0,0,0,0,0
2.694129943847656e-05,123,4,349,17,4,51,2886994434,1885047291,56312,30021,True,0,1,0,0,1,0,57,0,0,0,0,0,0
0.0001089572906494,1434,5,1783,17,4,51,2886994434,1885047291,56312,30021,True,0,1,0,0,0,0,1368,0,0,0,0,0,0
5.0067901611328125e-06,493,6,2276,17,4,51,2886994434,1885047291,56312,30021,True,0,1,0,0,1,0,427,0,0,0,0,0,0
0.0141549110412597,54,2,120,17,4,51,3703906765,2886994434,465,56310,True,0,1,0,0,0,0,0,0,0,0,0,0,0
1.1920928955078125e-06,54,6,4324,17,4,51,3703906765,2886994434,465,56308,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0015718936920166,1434,3,1554,17,4,51,3703906765,2886994434,465,56310,True,0,1,0,0,0,0,1380,0,0,0,0,0,0
1.9073486328125e-06,309,7,4633,17,4,51,3703906765,2886994434,465,56308,True,0,1,0,0,1,0,255,0,0,0,0,0,0
4.1961669921875e-05,54,7,999,17,4,51,2886994434,3703906765,56308,465,True,0,1,0,0,0,0,0,0,0,0,0,0,0
7.605552673339844e-05,54,4,757,17,4,51,2886994434,3703906765,56310,465,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.003209114074707,1434,4,2988,17,4,51,3703906765,2886994434,465,56310,True,0,1,0,0,1,0,1380,0,0,0,0,0,0
2.86102294921875e-06,1282,5,4270,17,4,51,3703906765,2886994434,465,56310,True,0,1,0,0,1,0,1228,0,0,0,0,0,0
1.1920928955078125e-06,309,8,4942,17,4,51,3703906765,2886994434,465,56308,True,0,1,0,0,1,0,255,0,0,0,0,0,0
9.5367431640625e-07,309,7,4633,17,4,51,3703906765,2886994434,465,56309,True,0,1,0,0,1,0,255,0,0,0,0,0,0
9.5367431640625e-07,54,6,4324,17,4,51,3703906765,2886994434,465,56309,True,0,1,0,0,0,0,0,0,0,0,0,0,0
9.5367431640625e-07,293,8,4926,17,4,51,3703906765,2886994434,465,56309,True,0,1,0,0,1,0,239,0,0,0,0,0,0
9.012222290039062e-05,54,5,811,17,4,51,2886994434,3703906765,56310,465,True,0,1,0,0,0,0,0,0,0,0,0,0,0
4.291534423828125e-05,54,8,1053,17,4,51,2886994434,3703906765,56308,465,True,0,1,0,0,0,0,0,0,0,0,0,0,0
2.193450927734375e-05,54,7,999,17,4,51,2886994434,3703906765,56309,465,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0014581680297851,134,6,945,17,4,51,2886994434,3703906765,56310,465,True,0,1,0,0,1,0,80,0,0,0,0,0,0
0.0138168334960937,66,2,140,17,4,51,1885047291,2886994434,30021,56312,True,0,1,0,0,0,0,0,0,0,0,0,0,0
4.0531158447265625e-06,66,3,206,17,4,51,1885047291,2886994434,30021,56312,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.002748966217041,66,4,272,17,4,51,1885047291,2886994434,30021,56312,True,0,1,0,0,0,0,0,0,0,0,0,0,0
2.1457672119140625e-06,66,5,338,17,4,51,1885047291,2886994434,30021,56312,True,0,1,0,0,0,0,0,0,0,0,0,0,0
5.9604644775390625e-06,293,7,4617,17,4,51,3703906765,2886994434,465,56310,True,0,1,0,0,1,0,239,0,0,0,0,0,0
0.0119528770446777,54,6,4324,17,4,51,3703906765,2886994434,465,56310,True,0,1,0,0,0,0,0,0,0,0,0,0,0
