inter_arrival,packet_length,sess_pkt_count,sess_byte_count,hour,minute,second,src_ip_int,dst_ip_int,src_port,dst_port,proto_TCP,tcp_flag_S,tcp_flag_A,tcp_flag_F,tcp_flag_R,tcp_flag_P,tcp_flag_U,payload_len,http_status,body_len,headers_count,is_tls_heartbeat,is_login_failure,is_ssh_handshake_failure
0.0004169940948486,100,2,166,19,33,36,2886994434,1885047291,64343,30021,True,0,1,0,0,1,0,34,0,0,0,0,0,0
7.82012939453125e-05,66,3,232,19,33,36,2886994434,1885047291,64343,30021,True,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.0007200241088867,163,1,163,19,33,36,1885047291,2886994434,30021,64343,True,0,1,0,0,1,0,97,0,0,0,0,0,0
0.0578739643096923,66,1,66,19,33,36,1885047291,2886994434,30021,64449,True,0,1,0,0,0,0,0,0,0,0,0,0,0
-5.0067901611328125e-06,66,1,66,19,33,36,1885047291,2886994434,30021,64463,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0011708736419677,66,1,66,19,33,36,1885047291,2886994434,30021,64461,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0288081169128417,78,2,241,19,33,36,1885047291,2886994434,30021,64343,True,0,1,0,0,0,0,0,0,0,0,0,0,0
7.867813110351562e-06,66,3,307,19,33,36,1885047291,2886994434,30021,64343,True,0,1,0,0,0,0,0,0,0,0,0,0,0
5.0067901611328125e-06,66,4,373,19,33,36,1885047291,2886994434,30021,64343,True,0,1,1,0,0,0,0,0,0,0,0,0,0
0.000148057937622,66,4,298,19,33,36,2886994434,1885047291,64343,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0297069549560546,66,2,132,19,33,36,1885047291,2886994434,30021,64461,True,0,1,0,0,0,0,0,0,0,0,0,0,0
9.918212890625e-05,66,2,120,19,33,36,2886994434,1885047291,64461,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0050148963928222,66,2,120,19,33,36,2886994434,1885047291,64463,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.0001120567321777,66,2,132,19,33,36,1885047291,2886994434,30021,64463,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.297785997390747,66,2,132,19,33,36,1885047291,2886994434,30021,64449,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0001320838928222,66,2,120,19,33,36,2886994434,1885047291,64449,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0302059650421142,78,1,78,19,33,36,2886994434,3703905857,64576,443,True,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.0002319812774658,54,3,703,19,33,37,2886994434,3703905857,64576,443,True,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.0001468658447265,66,1,66,19,33,37,3703905857,2886994434,443,64576,True,1,1,0,0,0,0,0,0,0,0,0,0,0
0.0501549243927001,571,2,649,19,33,37,2886994434,3703905857,64576,443,True,0,1,0,0,1,0,517,0,0,0,0,0,0
0.0805659294128418,54,2,120,19,33,37,3703905857,2886994434,443,64576,True,0,1,0,0,0,0,0,0,0,0,0,0,0
-8.106231689453125e-06,1426,5,4378,19,33,37,3703905857,2886994434,443,64576,True,0,1,0,0,0,0,1372,0,0,0,0,0,0
0.002079963684082,1406,3,1526,19,33,37,3703905857,2886994434,443,64576,True,0,1,0,0,1,0,1352,0,0,0,0,0,0
-1.9073486328125e-06,1426,4,2952,19,33,37,3703905857,2886994434,443,64576,True,0,1,0,0,1,0,1372,0,0,0,0,0,0
0.0001130104064941,54,4,757,19,33,37,2886994434,3703905857,64576,443,True,0,1,0,0,0,0,0,0,0,0,0,0,0
8.296966552734375e-05,54,5,811,19,33,37,2886994434,3703905857,64576,443,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0021829605102539,420,6,4798,19,33,37,3703905857,2886994434,443,64576,True,0,1,0,0,1,0,366,0,0,0,0,0,0
5.91278076171875e-05,54,6,865,19,33,37,2886994434,3703905857,64576,443,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0046629905700683,134,7,999,19,33,37,2886994434,3703905857,64576,443,True,0,1,0,0,1,0,80,0,0,0,0,0,0
0.0007779598236083,1434,8,2433,19,33,37,2886994434,3703905857,64576,443,True,0,1,0,0,0,0,1380,0,0,0,0,0,0
1.6927719116210938e-05,443,9,2876,19,33,37,2886994434,3703905857,64576,443,True,0,1,0,0,1,0,389,0,0,0,0,0,0
0.0844781398773193,54,7,4852,19,33,37,3703905857,2886994434,443,64576,True,0,1,0,0,0,0,0,0,0,0,0,0,0
-9.5367431640625e-07,341,8,5193,19,33,37,3703905857,2886994434,443,64576,True,0,1,0,0,1,0,287,0,0,0,0,0,0
-8.106231689453125e-06,341,9,5534,19,33,37,3703905857,2886994434,443,64576,True,0,1,0,0,1,0,287,0,0,0,0,0,0
0.0001411437988281,1357,10,4233,19,33,37,2886994434,3703905857,64576,443,True,0,1,0,0,0,0,1303,0,0,0,0,0,0
7.081031799316406e-05,513,11,4746,19,33,37,2886994434,3703905857,64576,443,True,0,1,0,0,1,0,459,0,0,0,0,0,0
0.0514030456542968,124,1,124,19,33,37,1885047291,2886994434,30021,64350,True,0,1,0,0,1,0,58,0,0,0,0,0,0
-7.867813110351562e-06,163,1,163,19,33,37,1885047291,2886994434,30021,64353,True,0,1,0,0,1,0,97,0,0,0,0,0,0
5.9604644775390625e-06,139,2,263,19,33,37,1885047291,2886994434,30021,64350,True,0,1,0,0,1,0,73,0,0,0,0,0,0
0.0001070499420166,66,1,66,19,33,37,2886994434,1885047291,64353,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
4.982948303222656e-05,66,1,66,19,33,37,2886994434,1885047291,64350,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0002980232238769,100,2,166,19,33,37,2886994434,1885047291,64353,30021,True,0,1,0,0,1,0,34,0,0,0,0,0,0
5.1021575927734375e-05,66,3,232,19,33,37,2886994434,1885047291,64353,30021,True,0,1,1,0,0,0,0,0,0,0,0,0,0
4.0531158447265625e-06,100,2,166,19,33,37,2886994434,1885047291,64350,30021,True,0,1,0,0,1,0,34,0,0,0,0,0,0
2.8848648071289062e-05,66,3,232,19,33,37,2886994434,1885047291,64350,30021,True,0,1,1,0,0,0,0,0,0,0,0,0,0
0.0088601112365722,163,1,163,19,33,37,1885047291,2886994434,30021,64352,True,0,1,0,0,1,0,97,0,0,0,0,0,0
8.296966552734375e-05,66,1,66,19,33,37,2886994434,1885047291,64352,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0002670288085937,100,2,166,19,33,37,2886994434,1885047291,64352,30021,True,0,1,0,0,1,0,34,0,0,0,0,0,0
3.910064697265625e-05,66,3,232,19,33,37,2886994434,1885047291,64352,30021,True,0,1,1,0,0,0,0,0,0,0,0,0,0
0.0038797855377197,163,1,163,19,33,37,1885047291,2886994434,30021,64349,True,0,1,0,0,1,0,97,0,0,0,0,0,0
6.198883056640625e-06,163,1,163,19,33,37,1885047291,2886994434,30021,64351,True,0,1,0,0,1,0,97,0,0,0,0,0,0
7.081031799316406e-05,66,1,66,19,33,37,2886994434,1885047291,64349,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
3.218650817871094e-05,66,1,66,19,33,37,2886994434,1885047291,64351,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0001709461212158,100,2,166,19,33,37,2886994434,1885047291,64349,30021,True,0,1,0,0,1,0,34,0,0,0,0,0,0
3.0994415283203125e-05,66,3,232,19,33,37,2886994434,1885047291,64349,30021,True,0,1,1,0,0,0,0,0,0,0,0,0,0
1.0013580322265623e-05,100,2,166,19,33,37,2886994434,1885047291,64351,30021,True,0,1,0,0,1,0,34,0,0,0,0,0,0
2.193450927734375e-05,66,3,232,19,33,37,2886994434,1885047291,64351,30021,True,0,1,1,0,0,0,0,0,0,0,0,0,0
0.0014700889587402,54,10,5588,19,33,37,3703905857,2886994434,443,64576,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0060780048370361,575,11,6163,19,33,37,3703905857,2886994434,443,64576,True,0,1,0,0,1,0,521,0,0,0,0,0,0
5.9604644775390625e-06,87,12,6250,19,33,37,3703905857,2886994434,443,64576,True,0,1,0,0,1,0,33,0,0,0,0,0,0
8.392333984375e-05,54,12,4800,19,33,37,2886994434,3703905857,64576,443,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0480210781097412,66,2,229,19,33,37,1885047291,2886994434,30021,64353,True,0,1,0,0,0,0,0,0,0,0,0,0,0
-5.9604644775390625e-06,66,3,329,19,33,37,1885047291,2886994434,30021,64350,True,0,1,0,0,0,0,0,0,0,0,0,0,0
7.152557373046875e-06,66,3,307,19,33,37,1885047291,2886994434,30021,64352,True,0,1,1,0,0,0,0,0,0,0,0,0,0
9.5367431640625e-07,66,4,395,19,33,37,1885047291,2886994434,30021,64350,True,0,1,1,0,0,0,0,0,0,0,0,0,0
0.0043509006500244,78,2,241,19,33,37,1885047291,2886994434,30021,64352,True,0,1,0,0,0,0,0,0,0,0,0,0,0
-2.1457672119140625e-06,66,4,373,19,33,37,1885047291,2886994434,30021,64352,True,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0994415283203125e-06,78,2,241,19,33,37,1885047291,2886994434,30021,64351,True,0,1,0,0,0,0,0,0,0,0,0,0,0
9.5367431640625e-07,78,2,241,19,33,37,1885047291,2886994434,30021,64349,True,0,1,0,0,0,0,0,0,0,0,0,0,0
9.5367431640625e-07,66,3,307,19,33,37,1885047291,2886994434,30021,64349,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.000148057937622,66,4,298,19,33,37,2886994434,1885047291,64352,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
5.91278076171875e-05,66,4,298,19,33,37,2886994434,1885047291,64350,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0046238899230957,66,4,373,19,33,37,1885047291,2886994434,30021,64349,True,0,1,1,0,0,0,0,0,0,0,0,0,0
5.0067901611328125e-06,66,3,295,19,33,37,1885047291,2886994434,30021,64353,True,0,1,1,0,0,0,0,0,0,0,0,0,0
9.5367431640625e-07,66,3,307,19,33,37,1885047291,2886994434,30021,64351,True,0,1,0,0,0,0,0,0,0,0,0,0,0
9.5367431640625e-07,66,4,373,19,33,37,1885047291,2886994434,30021,64351,True,0,1,1,0,0,0,0,0,0,0,0,0,0
0.0001230239868164,66,4,298,19,33,37,2886994434,1885047291,64349,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
5.507469177246094e-05,66,4,298,19,33,37,2886994434,1885047291,64353,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
2.694129943847656e-05,66,4,298,19,33,37,2886994434,1885047291,64351,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.3091471195220947,74,1,74,19,37,39,0,0,54959,49160,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0001568794250488,86,2,160,19,37,39,0,0,49160,54959,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0989599227905273,85,1,85,19,37,39,1920269512,2886994434,443,64756,True,0,1,0,0,1,0,31,0,0,0,0,0,0
5.1975250244140625e-05,54,2,108,19,37,39,2886994434,1920269512,64756,443,True,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0013580322265623e-05,54,2,139,19,37,39,1920269512,2886994434,443,64756,True,0,1,1,0,0,0,0,0,0,0,0,0,0
0.0001230239868164,54,1,54,19,37,39,2886994434,1920269512,64756,443,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0001590251922607,54,3,162,19,37,39,2886994434,1920269512,64756,443,True,0,1,1,0,0,0,0,0,0,0,0,0,0
0.0203039646148681,54,3,193,19,37,39,1920269512,2886994434,443,64756,True,0,0,0,1,0,0,0,0,0,0,0,0,0
9.775161743164062e-06,74,4,339,19,37,40,0,0,443,64764,True,0,1,1,0,0,0,0,0,0,0,0,0,0
3.0994415283203125e-06,105,5,444,19,37,40,0,0,443,64765,True,0,1,0,0,1,0,31,0,0,0,0,0,0
0.5944352149963379,105,3,265,19,37,40,0,0,443,64764,True,0,1,0,0,1,0,31,0,0,0,0,0,0
1.9073486328125e-06,74,6,518,19,37,40,0,0,443,64765,True,0,1,1,0,0,0,0,0,0,0,0,0,0
4.0531158447265625e-06,74,7,592,19,37,40,0,0,443,64764,True,0,1,1,0,0,0,0,0,0,0,0,0,0
3.0994415283203125e-06,74,8,666,19,37,40,0,0,443,64765,True,0,1,1,0,0,0,0,0,0,0,0,0,0
0.0002880096435546,74,9,740,19,37,40,0,0,64764,443,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0001230239868164,74,10,814,19,37,40,0,0,64764,443,True,0,1,0,0,0,0,0,0,0,0,0,0,0
3.886222839355469e-05,74,11,888,19,37,40,0,0,64764,443,True,0,1,0,0,0,0,0,0,0,0,0,0,0
3.695487976074219e-05,74,12,962,19,37,40,0,0,64765,443,True,0,1,0,0,0,0,0,0,0,0,0,0,0
2.5033950805664062e-05,74,13,1036,19,37,40,0,0,64765,443,True,0,1,0,0,0,0,0,0,0,0,0,0,0
2.2172927856445312e-05,74,14,1110,19,37,40,0,0,64765,443,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0045089721679687,74,16,1258,19,37,40,0,0,443,64764,True,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0287168025970459,74,15,1184,19,37,40,0,0,443,64765,True,0,0,0,1,0,0,0,0,0,0,0,0,0
0.6079010963439941,54,1,54,19,37,40,2886994434,1959619141,64758,11114,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0504400730133056,66,1,66,19,37,40,1959619141,2886994434,11114,64758,True,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0300688743591309,161,1,161,19,37,41,2886994434,1885047291,64303,30021,True,0,1,0,0,1,0,95,0,0,0,0,0,0
0.0002470016479492,1434,2,1595,19,37,41,2886994434,1885047291,64303,30021,True,0,1,0,0,0,0,1368,0,0,0,0,0,0
2.09808349609375e-05,1162,3,2757,19,37,41,2886994434,1885047291,64303,30021,True,0,1,0,0,1,0,1096,0,0,0,0,0,0
-2.5987625122070312e-05,1434,4,4191,19,37,41,2886994434,1885047291,64303,30021,True,0,1,0,0,0,0,1368,0,0,0,0,0,0
6.699562072753906e-05,131,5,4322,19,37,41,2886994434,1885047291,64303,30021,True,0,1,0,0,1,0,65,0,0,0,0,0,0
0.0928130149841308,66,1,66,19,37,41,1885047291,2886994434,30021,64303,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0100910663604736,66,2,132,19,37,41,1885047291,2886994434,30021,64303,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0003330707550048,66,3,198,19,37,41,1885047291,2886994434,30021,64303,True,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.0003318786621093,66,5,330,19,37,41,1885047291,2886994434,30021,64303,True,0,1,0,0,0,0,0,0,0,0,0,0,0
-7.152557373046875e-06,66,4,264,19,37,41,1885047291,2886994434,30021,64303,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,78,1,78,19,39,43,2886994434,1885047291,64936,30021,True,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0102438926696777,54,1,54,19,39,43,2886994434,1885047291,64269,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0057320594787597,74,1,74,19,39,43,1885047291,2886994434,30021,64936,True,1,1,0,0,0,0,0,0,0,0,0,0,0
7.796287536621094e-05,66,2,144,19,39,43,2886994434,1885047291,64936,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0001111030578613,82,3,226,19,39,43,2886994434,1885047291,64936,30021,True,0,1,0,0,1,0,16,0,0,0,0,0,0
1.9788742065429688e-05,118,4,344,19,39,43,2886994434,1885047291,64936,30021,True,0,1,0,0,1,0,52,0,0,0,0,0,0
0.0001020431518554,1434,5,1778,19,39,43,2886994434,1885047291,64936,30021,True,0,1,0,0,0,0,1368,0,0,0,0,0,0
4.0531158447265625e-06,488,6,2266,19,39,43,2886994434,1885047291,64936,30021,True,0,1,0,0,1,0,422,0,0,0,0,0,0
-4.1961669921875e-05,66,1,66,19,39,43,1885047291,2886994434,30021,64269,True,0,1,0,0,0,0,0,0,0,0,0,0,0
-8.821487426757812e-06,66,3,206,19,39,43,1885047291,2886994434,30021,64936,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0546708106994628,66,2,140,19,39,43,1885047291,2886994434,30021,64936,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0124130249023437,66,4,272,19,39,43,1885047291,2886994434,30021,64936,True,0,1,0,0,0,0,0,0,0,0,0,0,0
-1.1205673217773438e-05,66,5,338,19,39,43,1885047291,2886994434,30021,64936,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.1257641315460205,1391,6,1729,19,39,43,1885047291,2886994434,30021,64936,True,0,1,0,0,1,0,1325,0,0,0,0,0,0
-9.5367431640625e-07,1434,7,3163,19,39,43,1885047291,2886994434,30021,64936,True,0,1,0,0,0,0,1368,0,0,0,0,0,0
-2.1457672119140625e-06,1434,8,4597,19,39,43,1885047291,2886994434,30021,64936,True,0,1,0,0,1,0,1368,0,0,0,0,0,0
-8.821487426757812e-06,1434,9,6031,19,39,43,1885047291,2886994434,30021,64936,True,0,1,0,0,0,0,1368,0,0,0,0,0,0
0.000154972076416,66,7,2332,19,39,43,2886994434,1885047291,64936,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0002088546752929,66,8,2398,19,39,43,2886994434,1885047291,64936,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0015780925750732,174,9,2572,19,39,43,2886994434,1885047291,64936,30021,True,0,1,0,0,1,0,108,0,0,0,0,0,0
0.0578460693359375,66,10,6097,19,39,43,1885047291,2886994434,30021,64936,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.1215999126434326,66,2,132,19,39,43,1885047291,2886994434,30021,64269,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0001211166381835,66,2,120,19,39,43,2886994434,1885047291,64269,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.7695469856262207,54,1,54,19,39,44,2886994434,1959619141,64758,11114,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0391240119934082,66,1,66,19,39,44,1959619141,2886994434,11114,64758,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0003070831298828,66,2,120,19,39,45,2886994434,1959619141,64758,11114,True,0,1,0,0,0,0,0,0,0,0,0,0,0
-8.821487426757812e-05,66,2,132,19,39,45,1959619141,2886994434,11114,64758,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,66,1,66,19,42,49,1959619141,2886994434,11114,64758,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.000101089477539,66,1,66,19,42,49,2886994434,1959619141,64758,11114,True,0,1,0,0,0,0,0,0,0,0,0,0,0
5.9604644775390625e-06,66,1,66,19,42,49,1885047291,2886994434,30021,64269,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0043070316314697,66,2,132,19,42,49,1885047291,2886994434,30021,64269,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.3840210437774658,259,3,391,19,42,50,1885047291,2886994434,30021,64269,True,0,1,0,0,1,0,193,0,0,0,0,0,0
8.487701416015625e-05,66,1,66,19,42,50,2886994434,1885047291,64269,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
3.24576997756958,54,1,54,19,42,53,2886994434,1885047291,65078,30021,True,0,1,0,0,0,0,0,0,0,0,0,0,0
0.083961009979248,66,1,66,19,42,53,1885047291,2886994434,30021,65078,True,0,1,0,0,0,0,0,0,0,0,0,0,0
