inter_arrival,packet_length,sess_pkt_count,sess_byte_count
0.0033991336822509,78,1,78
0.0117959976196289,54,2,120
0.0020868778228759,1390,3,1510
-1.9073486328125e-06,1434,4,2944
7.700920104980469e-05,54,4,757
-4.0531158447265625e-06,1434,5,4378
0.0011658668518066,54,5,811
0.0043780803680419,1105,6,5483
5.1021575927734375e-05,54,6,865
0.0012130737304687,134,7,999
0.0025999546051025,54,7,458
6.413459777832031e-05,66,2,144
0.0007679462432861,74,1,74
-9.5367431640625e-07,54,8,512
2.09808349609375e-05,130,4,356
7.987022399902344e-05,82,3,226
8.320808410644531e-05,1434,5,1790
8.821487426757812e-06,468,6,2258
0.0038440227508544,293,7,5776
-5.9604644775390625e-06,293,8,6069
8.106231689453125e-05,54,8,1053
0.0435140132904052,66,2,140
-6.9141387939453125e-06,66,3,206
0.0051479339599609,66,4,272
-5.0067901611328125e-06,66,5,338
0.043022871017456,66,7,2324
-9.894371032714844e-05,66,6,404
7.295608520507812e-05,66,9,2490
0.0002050399780273,100,8,2424
0.0009169578552246,78,1,78
0.0531439781188964,74,1,74
0.0001018047332763,82,3,226
0.0001041889190673,66,2,144
2.4080276489257812e-05,130,4,356
5.0067901611328125e-06,500,6,2290
9.894371032714844e-05,1434,5,1790
0.00285005569458,54,7,458
4.0531158447265625e-06,54,8,512
0.0494790077209472,66,2,140
-4.0531158447265625e-06,66,5,338
0.0069210529327392,66,4,272
5.0067901611328125e-06,66,3,206
0.041604995727539,66,7,2356
0.0001070499420166,66,8,2422
0.0001130104064941,100,9,2522
-0.0002710819244384,66,6,404
0.0037698745727539,78,1,78
0.02891206741333,66,3,186
-6.604194641113281e-05,140,4,326
-5.793571472167969e-05,140,5,466
7.104873657226562e-05,100,6,566
0.0003039836883544,140,3,260
6.699562072753906e-05,140,4,400
2.5987625122070312e-05,66,6,566
1.0967254638671877e-05,100,5,500
0.0002069473266601,140,2,206
4.9114227294921875e-05,140,3,346
1.0967254638671877e-05,100,4,446
2.9087066650390625e-05,66,5,512
6.604194641113281e-05,140,3,346
2.7894973754882812e-05,66,5,512
1.0013580322265623e-05,100,4,446
0.0264351367950439,54,7,458
0.0002188682556152,140,2,206
5.0067901611328125e-06,54,8,512
0.0,74,1,74
0.0001468658447265,66,2,144
0.000108003616333,82,3,226
2.8133392333984375e-05,129,4,355
0.0001089572906494,1434,5,1789
5.0067901611328125e-06,499,6,2288
0.02189302444458,66,3,198
3.814697265625e-06,66,4,264
0.0040750503540039,54,1,54
1.1920928955078125e-06,66,5,330
0.0024619102478027,78,2,144
0.0029330253601074,66,6,396
0.0001330375671386,66,7,632
0.0017027854919433,78,3,210
4.0531158447265625e-06,78,2,144
2.1457672119140625e-06,78,4,288
0.0018558502197265,78,3,222
4.0531158447265625e-06,78,4,300
0.0012500286102294,66,6,432
9.5367431640625e-07,66,5,366
0.0001261234283447,66,6,578
0.0008509159088134,78,3,222
9.5367431640625e-07,78,4,300
0.0007967948913574,66,6,432
0.0014259815216064,78,5,366
9.918212890625e-05,66,6,578
9.5367431640625e-07,66,6,432
1.1920928955078125e-06,66,5,366
9.5367431640625e-07,66,7,498
0.000101089477539,66,7,632
0.0215668678283691,141,9,6210
0.0037848949432373,105,10,1212
9.608268737792967e-05,54,9,1107
0.0122671127319335,66,1,66
0.0038549900054931,66,2,140
5.0067901611328125e-06,66,3,206
0.0018520355224609,66,5,338
0.0037188529968261,66,4,272
0.0001060962677001,54,11,1266
0.0290369987487792,285,10,6495
0.0021729469299316,141,12,1407
0.0460529327392578,66,6,404
0.0001051425933837,66,7,2354
0.000108003616333,100,8,2454
4.38690185546875e-05,66,9,2520
0.004734992980957,107,12,6656
0.0405828952789306,54,11,6549
9.703636169433594e-05,54,13,1461
0.0008862018585205,78,1,78
0.0024149417877197,111,14,1572
0.005728006362915,54,7,458
1.9073486328125e-06,54,8,512
0.0019381046295166,74,1,74
0.0001211166381835,82,3,226
0.0001029968261718,66,2,144
5.1975250244140625e-05,129,4,355
0.000108003616333,1434,5,1789
5.9604644775390625e-06,467,6,2256
0.0419239997863769,54,13,6710
0.0019769668579101,89,14,6799
9.393692016601562e-05,54,15,1626
0.0009689331054687,109,16,1735
0.0087192058563232,66,2,140
5.0067901611328125e-06,66,3,206
0.0055367946624755,66,4,272
0.0377399921417236,89,15,6888
7.152557373046875e-06,66,5,338
0.0001108646392822,54,17,1789
0.0040900707244873,82,18,1871
0.0019700527191162,66,6,404
0.0001230239868164,100,8,2422
4.792213439941406e-05,66,9,2488
0.0001020431518554,66,7,2322
0.0035130977630615,78,1,78
0.0032849311828613,113,16,7001
0.0051760673522949,74,1,74
0.0001070499420166,54,19,1925
0.0001029968261718,66,2,144
0.0008699893951416,850,20,2775
0.0001540184020996,82,3,226
2.7894973754882812e-05,129,4,355
5.9604644775390625e-06,499,6,2288
1.9073486328125e-06,54,8,512
0.0001020431518554,1434,5,1789
0.00307297706604,54,7,458
0.0355970859527587,66,2,140
0.0032119750976562,66,4,272
5.0067901611328125e-06,66,3,206
3.0994415283203125e-06,66,5,338
0.0111927986145019,151,17,7152
0.0001060962677001,54,21,2829
0.0361130237579345,66,6,404
0.0019149780273437,82,22,2911
0.0001099109649658,66,7,2354
0.000115156173706,100,8,2454
4.1961669921875e-05,66,9,2520
0.0009429454803466,78,1,78
0.0124731063842773,85,18,7237
0.0001118183135986,54,23,2965
0.0038201808929443,54,24,3019
0.0199878215789794,54,7,458
0.0001120567321777,66,2,144
5.0067901611328125e-06,54,8,512
0.0001230239868164,82,3,226
0.0069150924682617,74,1,74
4.100799560546875e-05,129,4,355
0.0001070499420166,1434,5,1789
5.9604644775390625e-06,467,6,2256
4.0531158447265625e-06,66,3,206
9.5367431640625e-07,54,19,7291
0.0596768856048584,66,2,140
0.0011861324310302,66,4,272
1.9073486328125e-06,66,5,338
0.1256670951843261,66,2,132
9.894371032714844e-05,66,2,120
0.1037540435791015,66,6,404
0.0001630783081054,66,8,2388
0.0001118183135986,66,7,2322
0.0035200119018554,78,1,78
-4.696846008300781e-05,100,9,2488
-0.0001528263092041,54,20,7345
0.012840986251831,54,25,3073
0.0100748538970947,54,7,458
0.0012240409851074,74,1,74
0.0001020431518554,66,2,144
-0.0013210773468017,54,8,512
0.0014290809631347,82,3,226
2.7179718017578125e-05,501,6,2292
0.0001029968261718,1434,5,1791
2.8848648071289062e-05,131,4,357
6.9141387939453125e-06,66,3,206
0.044389009475708,66,2,140
-5.0067901611328125e-06,66,5,338
0.0069589614868164,66,4,272
0.0437550544738769,66,7,2358
-0.0003550052642822,66,6,404
0.0001089572906494,66,8,2424
0.0010700225830078,78,1,78
0.0001921653747558,100,9,2524
0.0506889820098876,54,7,458
0.0098168849945068,54,8,512
-0.000115156173706,74,1,74
0.0001111030578613,66,2,144
0.0002310276031494,82,3,226
2.5987625122070312e-05,131,4,357
0.000115156173706,1434,5,1791
5.9604644775390625e-06,565,6,2356
0.058229923248291,66,2,140
5.0067901611328125e-06,66,3,206
0.0060150623321533,66,4,272
5.0067901611328125e-06,66,5,338
0.0001091957092285,100,8,2522
0.1762728691101074,66,6,404
0.0001029968261718,66,7,2422
5.4836273193359375e-05,66,9,2588
0.0033090114593505,78,1,78
